ZDB-GENE-980526-340	ENSDARG00000017821
MGI:1917656	ENSMUSG00000031988
MGI:88607	ENSMUSG00000025479
MGI:1342291	ENSMUSG00000056537
MGI:1346873	ENSMUSG00000024383
MGI:2388029	ENSMUSG00000044626
MGI:1347557	ENSMUSG00000041566
MGI:101948	ENSMUSG00000015957
MGI:99569	ENSMUSG00000043895
MGI:97535	ENSMUSG00000027400
MGI:106096	ENSMUSG00000032334
MGI:2141640	ENSMUSG00000059022
MGI:1858500	ENSMUSG00000034480
MGI:1333805	ENSMUSG00000028676
MGI:1341873	ENSMUSG00000027316
MGI:1344424	ENSMUSG00000048387
MGI:102688	ENSMUSG00000049932
MGI:95851	ENSMUSG00000026879
MGI:2389007	ENSMUSG00000059854
MGI:1861305	ENSMUSG00000033373
MGI:1339759	ENSMUSG00000071713
MGI:1915218	ENSMUSG00000032346
MGI:1915164	ENSMUSG00000031782
MGI:97594	ENSMUSG00000005034
MGI:107913	ENSMUSG00000030846
MGI:105086	ENSMUSG00000032053
MGI:2386607	ENSMUSG00000018800
MGI:104669	ENSMUSG00000024085
MGI:3030583	ENSMUSG00000059069
MGI:97595	ENSMUSG00000050965
MGI:1931026	ENSMUSG00000049800
MGI:109638	ENSMUSG00000025439
MGI:1350360	ENSMUSG00000000244
MGI:96918	ENSMUSG00000068037
MGI:1100864	ENSMUSG00000018581
MGI:1351663	ENSMUSG00000054115
MGI:109524	ENSMUSG00000041710
MGI:98240	ENSMUSG00000025203
MGI:1914004	ENSMUSG00000030067
MGI:1927259	ENSMUSG00000029868
MGI:99535	ENSMUSG00000043017
MGI:1929183	ENSMUSG00000026812
MGI:109347	ENSMUSG00000036446
MGI:1328312	ENSMUSG00000026735
MGI:1929518	ENSMUSG00000041703
MGI:1353448	ENSMUSG00000029613
MGI:2147790	ENSMUSG00000024965
MGI:1920243	ENSMUSG00000040760
MGI:2443805	ENSMUSG00000028487
MGI:98327	ENSMUSG00000035431
MGI:103291	ENSMUSG00000062115
MGI:2686159	ENSMUSG00000037860
MGI:108511	ENSMUSG00000032517
MGI:1932389	ENSMUSG00000045322
MGI:2442060	ENSMUSG00000027339
MGI:2138346	ENSMUSG00000040297
MGI:1351655	ENSMUSG00000029381
MGI:1927655	ENSMUSG00000053460
MGI:3582959	ENSMUSG00000070390
MGI:2444959	ENSMUSG00000038056
MGI:1923488	ENSMUSG00000035637
MGI:1351481	ENSMUSG00000019577
MGI:1931221	ENSMUSG00000004698
MGI:1914878	ENSMUSG00000028333
MGI:1328364	ENSMUSG00000041559
MGI:1351320	ENSMUSG00000043909
MGI:1931256	ENSMUSG00000026726
MGI:1341908	ENSMUSG00000026667
MGI:103198	ENSMUSG00000032477
MGI:98797	ENSMUSG00000023456
MGI:1923510	ENSMUSG00000021013
MGI:1330262	ENSMUSG00000032078
MGI:1923724	ENSMUSG00000037379
MGI:892010	ENSMUSG00000021319
MGI:109155	ENSMUSG00000027827
MGI:1859661	ENSMUSG00000062949
MGI:1922783	ENSMUSG00000035984
MGI:101931	ENSMUSG00000005089
MGI:98769	ENSMUSG00000025215
MGI:108100	ENSMUSG00000003233
MGI:2176882	ENSMUSG00000044583
MGI:1353500	ENSMUSG00000070990
MGI:1925230	ENSMUSG00000036529
MGI:95498	ENSMUSG00000015947
MGI:95276	ENSMUSG00000028289
MGI:2681865	ENSMUSG00000022335
MGI:109294	ENSMUSG00000004709
MGI:1913563	ENSMUSG00000018363
MGI:2685728	ENSMUSG00000069825
MGI:1928487	ENSMUSG00000022329
MGI:1277223	ENSMUSG00000042605
MGI:99414	ENSMUSG00000021379
MGI:103290	ENSMUSG00000024927
MGI:104767	ENSMUSG00000075706
MGI:1261834	ENSMUSG00000027840
MGI:2446526	ENSMUSG00000007783
MGI:1309517	ENSMUSG00000022108
MGI:95751	ENSMUSG00000028020
MGI:106912	ENSMUSG00000004730
MGI:1921979	ENSMUSG00000034639
MGI:1270851	ENSMUSG00000032978
MGI:1932682	ENSMUSG00000018920
MGI:98962	ENSMUSG00000022382
MGI:1915654	ENSMUSG00000039114
MGI:2443990	ENSMUSG00000033557
MGI:1924366	ENSMUSG00000031918
MGI:1921633	ENSMUSG00000042520
MGI:106181	ENSMUSG00000040463
MGI:1339365	ENSMUSG00000067586
MGI:2446700	ENSMUSG00000033740
MGI:1338034	ENSMUSG00000038025
MGI:1338009	ENSMUSG00000054667
MGI:96571	ENSMUSG00000037035
MGI:1922960	ENSMUSG00000089824
MGI:1334209	ENSMUSG00000068615
MGI:2675603	ENSMUSG00000024727
MGI:1330299	ENSMUSG00000022897
MGI:97549	ENSMUSG00000018293
MGI:2682328	ENSMUSG00000047388
MGI:99572	ENSMUSG00000025127
MGI:1921765	ENSMUSG00000006191
MGI:88110	ENSMUSG00000029467
MGI:88453	ENSMUSG00000026043
MGI:1342287	ENSMUSG00000003032
MGI:2147577	ENSMUSG00000054200
MGI:1095404	ENSMUSG00000018169
MGI:96601	ENSMUSG00000034664
MGI:96829	ENSMUSG00000029103
MGI:1354948	ENSMUSG00000052040
MGI:1312921	ENSMUSG00000027997
MGI:106644	ENSMUSG00000028039
MGI:105931	ENSMUSG00000027855
MGI:1202713	ENSMUSG00000023926
MGI:1919935	ENSMUSG00000028528
MGI:2181067	ENSMUSG00000001558
MGI:103009	ENSMUSG00000019978
MGI:98731	ENSMUSG00000037820
MGI:1916197	ENSMUSG00000060402
MGI:103123	ENSMUSG00000060147
MGI:1338898	ENSMUSG00000025330
MGI:1101353	ENSMUSG00000037465
MGI:106190	ENSMUSG00000000861
MGI:1313266	ENSMUSG00000022636
MGI:1338010	ENSMUSG00000043099
MGI:106247	ENSMUSG00000024735
MGI:1328361	ENSMUSG00000026196
MGI:1921584	ENSMUSG00000037415
MGI:103248	ENSMUSG00000040669
MGI:1341903	ENSMUSG00000024354
MGI:104512	ENSMUSG00000029075
MGI:94926	ENSMUSG00000025496
MGI:1346871	ENSMUSG00000002948
MGI:108082	ENSMUSG00000044014
MGI:98484	ENSMUSG00000024339
MGI:107711	ENSMUSG00000024300
MGI:107374	ENSMUSG00000021506
MGI:103071	ENSMUSG00000022391
MGI:1335087	ENSMUSG00000032244
MGI:2679448	ENSMUSG00000033214
MGI:95636	ENSMUSG00000021003
MGI:96242	ENSMUSG00000025980
MGI:108174	ENSMUSG00000052920
MGI:1349481	ENSMUSG00000045969
MGI:1261831	ENSMUSG00000006930
MGI:87902	ENSMUSG00000031972
MGI:87951	ENSMUSG00000054932
MGI:2150019	ENSMUSG00000045671
MGI:2178801	ENSMUSG00000075284
MGI:1858415	ENSMUSG00000027905
MGI:1342774	ENSMUSG00000029167
MGI:1914848	ENSMUSG00000018189
MGI:2151017	ENSMUSG00000060332
MGI:894703	ENSMUSG00000020099
MGI:1329033	ENSMUSG00000026272
MGI:1917336	ENSMUSG00000033470
MGI:1335091	ENSMUSG00000035011
MGI:105975	ENSMUSG00000090231
MGI:87918	ENSMUSG00000029106
MGI:1888504	ENSMUSG00000061100
MGI:1916415	ENSMUSG00000065987
MGI:1340905	ENSMUSG00000026938
MGI:106095	ENSMUSG00000061315
MGI:107561	ENSMUSG00000057969
MGI:88351	ENSMUSG00000019942
MGI:2135593	ENSMUSG00000025745
MGI:1888594	ENSMUSG00000039662
MGI:1341284	ENSMUSG00000092607
MGI:2135589	ENSMUSG00000030157
MGI:1096574	ENSMUSG00000000805
MGI:1914290	ENSMUSG00000055065
MGI:3041243	ENSMUSG00000036931
MGI:2153465	ENSMUSG00000025418
MGI:1352465	ENSMUSG00000005897
MGI:1313276	ENSMUSG00000030337
MGI:101766	ENSMUSG00000032547
MGI:2447775	ENSMUSG00000035764
MGI:3036269	ENSMUSG00000060913
MGI:1278313	ENSMUSG00000020953
MGI:2140494	ENSMUSG00000028882
MGI:99560	ENSMUSG00000001655
MGI:1926471	ENSMUSG00000028453
MGI:1277166	ENSMUSG00000027109
MGI:1915213	ENSMUSG00000021242
MGI:2684729	ENSMUSG00000021198
MGI:1931123	ENSMUSG00000026113
MGI:1333803	ENSMUSG00000022779
MGI:1922484	ENSMUSG00000028793
MGI:95762	ENSMUSG00000000594
MGI:1096550	ENSMUSG00000028715
MGI:103107	ENSMUSG00000031444
MGI:96389	ENSMUSG00000029306
MGI:2385261	ENSMUSG00000035632
MGI:97740	ENSMUSG00000031536
MGI:1891740	ENSMUSG00000044548
MGI:2146156	ENSMUSG00000058290
MGI:1330233	ENSMUSG00000007877
MGI:1346327	ENSMUSG00000022148
MGI:1201673	ENSMUSG00000027833
MGI:103099	ENSMUSG00000041697
MGI:1932404	ENSMUSG00000032253
MGI:1352501	ENSMUSG00000028121
MGI:1930618	ENSMUSG00000000600
MGI:102522	ENSMUSG00000020882
MGI:96795	ENSMUSG00000024590
MGI:1915585	ENSMUSG00000001105
MGI:88522	ENSMUSG00000073658
MGI:108016	ENSMUSG00000022314
MGI:97597	ENSMUSG00000078816
MGI:1276533	ENSMUSG00000005886
MGI:1926555	ENSMUSG00000022619
MGI:1316740	ENSMUSG00000022652
MGI:95582	ENSMUSG00000027120
MGI:1924885	ENSMUSG00000056153
MGI:88121	ENSMUSG00000037727
MGI:2141990	ENSMUSG00000038745
MGI:2441720	ENSMUSG00000026387
MGI:95278	ENSMUSG00000006445
MGI:1353452	ENSMUSG00000010025
MGI:90169	ENSMUSG00000022210
MGI:1097686	ENSMUSG00000060743
MGI:3029414	ENSMUSG00000063663
MGI:87934	ENSMUSG00000033717
MGI:88361	ENSMUSG00000029646
MGI:1098219	ENSMUSG00000015217
MGI:108426	ENSMUSG00000063077
MGI:1913865	ENSMUSG00000026280
MGI:2151114	ENSMUSG00000022718
MGI:1329019	ENSMUSG00000003812
MGI:2151045	ENSMUSG00000050188
MGI:106926	ENSMUSG00000028158
MGI:97075	ENSMUSG00000032306
MGI:2159681	ENSMUSG00000040413
MGI:99150	ENSMUSG00000021264
MGI:3605069	ENSMUSG00000020007
MGI:3605986	ENSMUSG00000078773
MGI:1316649	ENSMUSG00000061878
MGI:98294	ENSMUSG00000044813
MGI:1298228	ENSMUSG00000038415
MGI:1921258	ENSMUSG00000020604
MGI:1355330	ENSMUSG00000053398
MGI:1346328	ENSMUSG00000002257
MGI:1196391	ENSMUSG00000007080
MGI:107283	ENSMUSG00000032549
MGI:1351603	ENSMUSG00000058183
MGI:2445221	ENSMUSG00000046186
MGI:1914291	ENSMUSG00000022186
MGI:88476	ENSMUSG00000003617
MGI:88244	ENSMUSG00000056054
MGI:2176433	ENSMUSG00000040093
MGI:102768	ENSMUSG00000030605
MGI:1100860	ENSMUSG00000020170
MGI:1921305	ENSMUSG00000024998
MGI:2675345	ENSMUSG00000046354
MGI:99540	ENSMUSG00000028417
MGI:1097691	ENSMUSG00000019777
MGI:1329045	ENSMUSG00000001521
MGI:97369	ENSMUSG00000026241
MGI:2685973	ENSMUSG00000079259
MGI:1921984	ENSMUSG00000029204
MGI:2445208	ENSMUSG00000019900
MGI:97765	ENSMUSG00000022501
MGI:99687	ENSMUSG00000048758
MGI:2135267	ENSMUSG00000031755
MGI:2136690	ENSMUSG00000087408
MGI:1922177	ENSMUSG00000049761
MGI:2145154	ENSMUSG00000042275
MGI:99925	ENSMUSG00000025912
MGI:88289	ENSMUSG00000025577
MGI:1098767	ENSMUSG00000026039
MGI:2153084	ENSMUSG00000047907
MGI:1917319	ENSMUSG00000048077
MGI:2685107	ENSMUSG00000071234
MGI:1890621	ENSMUSG00000022960
MGI:1343091	ENSMUSG00000024454
MGI:1932376	ENSMUSG00000053395
MGI:1277152	ENSMUSG00000033918
MGI:96398	ENSMUSG00000007872
MGI:1097693	ENSMUSG00000030271
MGI:104875	ENSMUSG00000030339
MGI:1859274	ENSMUSG00000031636
MGI:107729	ENSMUSG00000078853
MGI:1347355	ENSMUSG00000027737
MGI:98260	ENSMUSG00000000982
MGI:99907	ENSMUSG00000019055
MGI:1888526	ENSMUSG00000021952
MGI:107674	ENSMUSG00000028076
MGI:2686324	ENSMUSG00000042250
MGI:99611	ENSMUSG00000028664
MGI:1918686	ENSMUSG00000051379
MGI:2443308	ENSMUSG00000039842
MGI:107689	ENSMUSG00000018395
MGI:1096372	ENSMUSG00000018554
MGI:1345147	ENSMUSG00000019699
MGI:87940	ENSMUSG00000024858
MGI:88401	ENSMUSG00000021239
MGI:2157525	ENSMUSG00000058550
MGI:97309	ENSMUSG00000020396
MGI:108474	ENSMUSG00000022297
MGI:104687	ENSMUSG00000067158
MGI:1353562	ENSMUSG00000056494
MGI:893575	ENSMUSG00000032369
MGI:1098271	ENSMUSG00000026360
MGI:1100845	ENSMUSG00000058354
MGI:1336167	ENSMUSG00000029513
MGI:97572	ENSMUSG00000038845
MGI:1922075	ENSMUSG00000034252
MGI:1277097	ENSMUSG00000014603
MGI:1345162	ENSMUSG00000025964
MGI:2684949	ENSMUSG00000060985
MGI:2445126	ENSMUSG00000034610
MGI:102966	ENSMUSG00000071489
MGI:1914689	ENSMUSG00000019470
MGI:1921802	ENSMUSG00000028803
MGI:102670	ENSMUSG00000021758
MGI:1196256	ENSMUSG00000036940
MGI:1930704	ENSMUSG00000030256
MGI:1890616	ENSMUSG00000016763
MGI:107931	ENSMUSG00000015837
MGI:95290	ENSMUSG00000028017
MGI:894697	ENSMUSG00000028702
MGI:1917887	ENSMUSG00000007827
MGI:109274	ENSMUSG00000005566
MGI:1355292	ENSMUSG00000015966
MGI:1298227	ENSMUSG00000026355
MGI:2446294	ENSMUSG00000045039
MGI:2387153	ENSMUSG00000044034
MGI:3609260	ENSMUSG00000066279
MGI:1932410	ENSMUSG00000025383
MGI:1921248	ENSMUSG00000029804
MGI:101776	ENSMUSG00000026468
MGI:97040	ENSMUSG00000039308
MGI:1933365	ENSMUSG00000028860
MGI:2183926	ENSMUSG00000035914
MGI:109369	ENSMUSG00000028759
MGI:1919293	ENSMUSG00000006800
MGI:88611	ENSMUSG00000066072
MGI:1920036	ENSMUSG00000021177
MGI:101770	ENSMUSG00000027420
MGI:1915988	ENSMUSG00000027452
MGI:109336	ENSMUSG00000030199
MGI:1096360	ENSMUSG00000025510
MGI:1101770	ENSMUSG00000024325
MGI:4414022	null
MGI:1349162	ENSMUSG00000020592
MGI:2447362	ENSMUSG00000041771
MGI:1098235	ENSMUSG00000020787
MGI:1915775	ENSMUSG00000050248
MGI:98874	ENSMUSG00000028367
MGI:1926230	ENSMUSG00000032098
MGI:1921749	ENSMUSG00000001494
MGI:2141950	ENSMUSG00000019737
MGI:99558	ENSMUSG00000032177
MGI:97602	ENSMUSG00000029053
MGI:1335098	ENSMUSG00000049717
MGI:104696	ENSMUSG00000030873
MGI:1932101	ENSMUSG00000055204
MGI:894663	ENSMUSG00000061731
MGI:109189	ENSMUSG00000025551
MGI:1350924	ENSMUSG00000029771
MGI:103185	ENSMUSG00000025878
MGI:2442858	ENSMUSG00000040296
MGI:2685627	ENSMUSG00000040901
MGI:1261827	ENSMUSG00000020661
MGI:2153518	ENSMUSG00000028707
MGI:98367	ENSMUSG00000041540
MGI:894696	ENSMUSG00000023224
MGI:1202301	ENSMUSG00000027598
MGI:104568	ENSMUSG00000022831
MGI:2181693	ENSMUSG00000049093
MGI:1858236	ENSMUSG00000023473
MGI:1270839	ENSMUSG00000014226
MGI:3650254	ENSMUSG00000049410
MGI:1202907	ENSMUSG00000020186
MGI:1922818	ENSMUSG00000039676
MGI:1933111	ENSMUSG00000009585
MGI:109295	ENSMUSG00000024565
MGI:1890474	ENSMUSG00000027718
MGI:1339711	ENSMUSG00000056328
MGI:1913277	ENSMUSG00000005362
MGI:1355274	ENSMUSG00000022111
MGI:1916977	ENSMUSG00000054814
MGI:1298216	ENSMUSG00000033501
MGI:88489	ENSMUSG00000026616
MGI:1858421	ENSMUSG00000005774
MGI:1344412	ENSMUSG00000021798
MGI:5475487	null
MGI:2448415	ENSMUSG00000068854
MGI:1925384	ENSMUSG00000049929
MGI:892977	ENSMUSG00000034320
MGI:95719	ENSMUSG00000047797
MGI:1289234	ENSMUSG00000030494
MGI:2448492	ENSMUSG00000018476
MGI:1337114	ENSMUSG00000021643
MGI:1202881	ENSMUSG00000040205
MGI:2181676	ENSMUSG00000079355
MGI:1355305	ENSMUSG00000035239
MGI:108442	ENSMUSG00000025586
MGI:2676835	ENSMUSG00000065495
MGI:1933177	ENSMUSG00000025017
MGI:1347487	ENSMUSG00000001517
MGI:1353557	ENSMUSG00000027777
MGI:3036245	ENSMUSG00000037110
MGI:1861718	ENSMUSG00000009246
MGI:99218	ENSMUSG00000000305
MGI:1345277	ENSMUSG00000026674
MGI:3652571	ENSMUSG00000070495
MGI:96211	ENSMUSG00000031722
MGI:1278334	ENSMUSG00000024750
MGI:1919543	ENSMUSG00000021567
MGI:1925255	ENSMUSG00000022682
MGI:2181659	ENSMUSG00000041272
MGI:99694	ENSMUSG00000032356
MGI:95690	ENSMUSG00000037660
MGI:1355331	ENSMUSG00000039830
MGI:2442233	ENSMUSG00000025656
MGI:109406	ENSMUSG00000030017
MGI:2444557	ENSMUSG00000045098
MGI:2442306	ENSMUSG00000055884
MGI:1933218	ENSMUSG00000025081
MGI:1354946	ENSMUSG00000042688
MGI:1346832	ENSMUSG00000021255
MGI:96183	ENSMUSG00000075588
MGI:1354171	ENSMUSG00000003206
MGI:2443342	ENSMUSG00000073678
MGI:88051	ENSMUSG00000032080
MGI:96109	ENSMUSG00000039377
MGI:3613677	ENSMUSG00000038738
MGI:1916161	ENSMUSG00000047824
MGI:1332637	ENSMUSG00000035133
MGI:2153710	ENSMUSG00000045493
MGI:700006	ENSMUSG00000020476
MGI:1338044	ENSMUSG00000050445
MGI:1914813	ENSMUSG00000002280
MGI:1354958	ENSMUSG00000045216
MGI:107180	ENSMUSG00000036461
MGI:104717	ENSMUSG00000020160
MGI:109567	ENSMUSG00000042712
MGI:1097668	ENSMUSG00000020407
MGI:107996	ENSMUSG00000030376
MGI:96622	ENSMUSG00000074797
MGI:97843	ENSMUSG00000031840
MGI:107422	ENSMUSG00000025757
MGI:1926252	ENSMUSG00000019433
MGI:1923936	ENSMUSG00000013921
MGI:99667	ENSMUSG00000035864
MGI:1341292	ENSMUSG00000026609
MGI:3775191	Not found
MGI:1333855	ENSMUSG00000018585
MGI:1921572	ENSMUSG00000024560
MGI:96945	ENSMUSG00000074435
MGI:108118	ENSMUSG00000031329
MGI:2384791	ENSMUSG00000040569
MGI:1924832	ENSMUSG00000035596
MGI:2443552	ENSMUSG00000049109
MGI:2664099	ENSMUSG00000030897
MGI:1925213	ENSMUSG00000028572
MGI:98747	ENSMUSG00000032011
MGI:2159400	ENSMUSG00000049555
MGI:1330290	ENSMUSG00000024922
MGI:1926967	ENSMUSG00000027195
MGI:1197518	ENSMUSG00000025375
MGI:106065	ENSMUSG00000029147
MGI:1316745	ENSMUSG00000023279
MGI:2384495	ENSMUSG00000042292
MGI:2156052	ENSMUSG00000030500
MGI:1928741	ENSMUSG00000038546
MGI:109352	ENSMUSG00000029591
MGI:2444881	ENSMUSG00000066595
MGI:1351610	ENSMUSG00000021010
MGI:88297	ENSMUSG00000032532
MGI:95757	ENSMUSG00000003153
MGI:2447763	ENSMUSG00000044595
MGI:1923998	ENSMUSG00000042323
MGI:2182474	ENSMUSG00000059883
MGI:2147269	ENSMUSG00000046822
MGI:95755	ENSMUSG00000028645
MGI:107179	ENSMUSG00000024912
MGI:1858313	ENSMUSG00000052997
MGI:2151233	ENSMUSG00000078789
MGI:1277202	ENSMUSG00000015759
MGI:107387	ENSMUSG00000024411
MGI:1346076	ENSMUSG00000029436
MGI:2385906	ENSMUSG00000000738
MGI:95526	ENSMUSG00000033860
MGI:1354961	ENSMUSG00000022973
MGI:109339	ENSMUSG00000028886
MGI:1888711	ENSMUSG00000029373
MGI:96201	ENSMUSG00000042448
MGI:1353563	ENSMUSG00000006587
MGI:104913	ENSMUSG00000058835
MGI:1891384	ENSMUSG00000015365
MGI:1926884	ENSMUSG00000025261
MGI:96186	ENSMUSG00000038700
MGI:1274781	ENSMUSG00000022883
MGI:1349390	ENSMUSG00000061601
MGI:1338756	ENSMUSG00000020317
MGI:109530	ENSMUSG00000024137
MGI:1194924	ENSMUSG00000021624
MGI:2138334	ENSMUSG00000070738
MGI:1201670	ENSMUSG00000005625
MGI:1920866	ENSMUSG00000037247
MGI:1333828	ENSMUSG00000032556
MGI:893587	ENSMUSG00000068335
MGI:2145955	ENSMUSG00000050697
MGI:88257	ENSMUSG00000057897
MGI:95402	ENSMUSG00000023216
MGI:3651014	ENSMUSG00000078502
MGI:1859980	ENSMUSG00000068154
MGI:1919683	ENSMUSG00000030559
MGI:105956	ENSMUSG00000024992
MGI:2442114	ENSMUSG00000032243
MGI:107912	ENSMUSG00000027067
MGI:1194497	ENSMUSG00000047407
MGI:2685731	ENSMUSG00000040528
MGI:88141	ENSMUSG00000009681
MGI:1915720	ENSMUSG00000066324
MGI:2136782	ENSMUSG00000052712
MGI:107498	ENSMUSG00000020377
MGI:1101059	ENSMUSG00000028965
MGI:1924893	ENSMUSG00000038658
MGI:95823	ENSMUSG00000002771
MGI:96968	ENSMUSG00000051855
MGI:99684	ENSMUSG00000057378
MGI:2142985	ENSMUSG00000035769
MGI:104655	ENSMUSG00000029288
MGI:1928902	ENSMUSG00000026174
MGI:1315205	ENSMUSG00000031558
MGI:1926790	ENSMUSG00000020235
MGI:96756	ENSMUSG00000000409
MGI:105089	ENSMUSG00000024507
MGI:104902	ENSMUSG00000031119
MGI:99960	ENSMUSG00000009079
MGI:95478	ENSMUSG00000023057
MGI:1098729	ENSMUSG00000040212
MGI:1913447	ENSMUSG00000062248
MGI:107765	ENSMUSG00000037032
MGI:105377	ENSMUSG00000011256
MGI:88082	ENSMUSG00000040963
MGI:2684894	ENSMUSG00000059493
MGI:99422	ENSMUSG00000002104
MGI:1339951	ENSMUSG00000002718
MGI:1096376	ENSMUSG00000029763
MGI:88246	ENSMUSG00000032231
MGI:1931749	ENSMUSG00000028580
MGI:1917274	ENSMUSG00000026669
MGI:95554	ENSMUSG00000016087
MGI:1916179	ENSMUSG00000037221
MGI:108176	ENSMUSG00000053198
MGI:1194899	ENSMUSG00000006127
MGI:1351339	ENSMUSG00000023192
MGI:2176375	ENSMUSG00000049699
MGI:1354713	ENSMUSG00000031278
MGI:1194490	ENSMUSG00000024456
MGI:2387123	ENSMUSG00000023845
MGI:1890220	ENSMUSG00000021298
MGI:103118	ENSMUSG00000000706
MGI:1891124	ENSMUSG00000035165
MGI:1891836	ENSMUSG00000027274
MGI:1338783	ENSMUSG00000032067
MGI:1334448	ENSMUSG00000033952
MGI:1920416	ENSMUSG00000024799
MGI:1096385	ENSMUSG00000004892
MGI:102525	ENSMUSG00000048349
MGI:3619376	ENSMUSG00000065616
MGI:1860483	ENSMUSG00000047002
MGI:98796	ENSMUSG00000040046
MGI:96160	ENSMUSG00000046711
MGI:1099431	ENSMUSG00000021468
MGI:1933155	ENSMUSG00000034936
MGI:1924143	ENSMUSG00000015714
MGI:98370	ENSMUSG00000024176
MGI:88316	ENSMUSG00000002068
MGI:99435	ENSMUSG00000044147
MGI:106576	ENSMUSG00000032997
MGI:1338833	ENSMUSG00000007682
MGI:1099792	ENSMUSG00000026384
MGI:97314	ENSMUSG00000022054
MGI:1196334	ENSMUSG00000010047
MGI:2675303	ENSMUSG00000042333
MGI:2444777	ENSMUSG00000034906
MGI:109486	ENSMUSG00000005161
MGI:109634	ENSMUSG00000025925
MGI:104979	ENSMUSG00000001349
MGI:88563	ENSMUSG00000040314
MGI:108117	ENSMUSG00000001964
MGI:2138994	ENSMUSG00000039254
MGI:1930042	ENSMUSG00000025077
MGI:1314883	ENSMUSG00000028599
MGI:1313261	ENSMUSG00000067889
MGI:2444306	ENSMUSG00000000197
MGI:101759	ENSMUSG00000024261
MGI:1346089	ENSMUSG00000026527
MGI:1276523	ENSMUSG00000020647
MGI:2448480	ENSMUSG00000034023
MGI:96616	ENSMUSG00000001281
MGI:107471	ENSMUSG00000015468
MGI:1923938	ENSMUSG00000038671
MGI:1349766	ENSMUSG00000031660
MGI:1890504	ENSMUSG00000050567
MGI:2140356	ENSMUSG00000028980
MGI:1916049	ENSMUSG00000048027
MGI:1101058	ENSMUSG00000035678
MGI:1095414	ENSMUSG00000028217
MGI:104860	ENSMUSG00000027680
MGI:99147	ENSMUSG00000014932
MGI:105374	ENSMUSG00000048337
MGI:2135610	ENSMUSG00000032435
MGI:99781	ENSMUSG00000025332
MGI:107822	ENSMUSG00000031168
MGI:88464	ENSMUSG00000056174
MGI:98817	ENSMUSG00000020048
MGI:1345186	ENSMUSG00000020840
MGI:109378	ENSMUSG00000028661
MGI:1890476	ENSMUSG00000030254
MGI:2137586	ENSMUSG00000057531
MGI:108173	ENSMUSG00000029334
MGI:1202384	ENSMUSG00000024740
MGI:2152971	ENSMUSG00000041670
MGI:101790	ENSMUSG00000027533
MGI:2443198	ENSMUSG00000045871
MGI:97613	ENSMUSG00000051177
MGI:109263	ENSMUSG00000026374
MGI:1316726	ENSMUSG00000028001
MGI:2154244	ENSMUSG00000030123
MGI:1341077	ENSMUSG00000063015
MGI:109161	ENSMUSG00000003228
MGI:2384786	ENSMUSG00000035041
MGI:1929628	ENSMUSG00000020641
MGI:1336885	ENSMUSG00000038147
MGI:2443628	ENSMUSG00000043441
MGI:2153044	ENSMUSG00000041112
MGI:2136018	ENSMUSG00000029671
MGI:105051	ENSMUSG00000018334
MGI:1920260	ENSMUSG00000044067
MGI:106202	ENSMUSG00000024503
MGI:1918614	ENSMUSG00000037876
MGI:95557	ENSMUSG00000068699
MGI:97275	ENSMUSG00000009471
MGI:105052	ENSMUSG00000017057
MGI:1920175	ENSMUSG00000036469
MGI:104681	ENSMUSG00000025793
MGI:1919140	ENSMUSG00000029003
MGI:1341872	ENSMUSG00000024812
MGI:1351665	Not found
MGI:2152883	ENSMUSG00000039753
MGI:106686	ENSMUSG00000029759
MGI:1298230	ENSMUSG00000031601
MGI:2442921	ENSMUSG00000035509
MGI:1933754	ENSMUSG00000024589
MGI:1194883	ENSMUSG00000041578
MGI:1923076	ENSMUSG00000022855
MGI:2157782	ENSMUSG00000021803
MGI:1931053	ENSMUSG00000026977
MGI:1196439	ENSMUSG00000053411
MGI:1099448	ENSMUSG00000023235
MGI:1098667	ENSMUSG00000020926
MGI:1349409	ENSMUSG00000019373
MGI:2177957	ENSMUSG00000013858
MGI:1351595	ENSMUSG00000050957
MGI:2155779	ENSMUSG00000090100
MGI:1341817	ENSMUSG00000020140
MGI:1915399	ENSMUSG00000021203
MGI:1917580	ENSMUSG00000037608
MGI:106037	ENSMUSG00000026443
MGI:1915889	ENSMUSG00000026603
MGI:894680	ENSMUSG00000025612
MGI:1889273	ENSMUSG00000036570
MGI:2442230	ENSMUSG00000029020
MGI:1918478	ENSMUSG00000021782
MGI:2384812	ENSMUSG00000021608
MGI:1351317	ENSMUSG00000025608
MGI:2443327	ENSMUSG00000033579
MGI:2154405	ENSMUSG00000024242
MGI:109609	ENSMUSG00000034171
MGI:1347463	ENSMUSG00000078302
MGI:1934667	ENSMUSG00000024793
MGI:2384303	ENSMUSG00000046049
MGI:1891496	ENSMUSG00000017817
MGI:88105	ENSMUSG00000033161
MGI:96247	ENSMUSG00000023944
MGI:2159614	ENSMUSG00000035349
MGI:106066	ENSMUSG00000056529
MGI:107629	ENSMUSG00000001089
MGI:1330281	ENSMUSG00000061665
MGI:1202401	ENSMUSG00000022101
MGI:1926321	ENSMUSG00000027750
MGI:2685279	ENSMUSG00000028794
MGI:1342542	ENSMUSG00000018168
MGI:1921318	ENSMUSG00000010796
MGI:87917	ENSMUSG00000022994
MGI:1860776	ENSMUSG00000015970
MGI:88081	ENSMUSG00000020884
MGI:1306785	ENSMUSG00000029201
